age,body_type,diet,drinks,drugs,education,ethnicity,height,income,job,offspring,orientation,pets,religion,sex,sign,smokes,speaks,status
31,fit,,socially,never,graduated from college/university,"asian, black",64,-1,,"doesn&rsquo;t have kids, but might want them",straight,has dogs and dislikes cats,other,f,aries,no,"english, spanish (fluently)",single
33,curvy,mostly other,rarely,never,graduated from college/university,asian,69,80000,computer / hardware / software,,bisexual,has dogs and dislikes cats,catholicism and laughing about it,f,pisces but it doesn&rsquo;t matter,no,english,married
22,athletic,,socially,never,graduated from high school,"black, hispanic / latin",64,-1,construction / craftsmanship,doesn&rsquo;t have kids,straight,has dogs,buddhism and somewhat serious about it,m,leo,no,english,single
38,average,,socially,never,graduated from college/university,white,72,-1,other,doesn&rsquo;t have kids,straight,likes dogs and likes cats,,m,,no,"english (fluently), spanish (okay)",single
36,jacked,,socially,never,graduated from masters program,white,72,-1,executive / management,,straight,,,m,,,english,single
50,curvy,,socially,never,graduated from college/university,white,65,-1,artistic / musical / writer,,straight,likes dogs,,f,,no,english (fluently),single
43,,mostly anything,socially,never,graduated from college/university,white,67,-1,other,doesn&rsquo;t have kids,straight,likes dogs,,f,,no,english,single
33,average,mostly anything,often,,graduated from masters program,,71,-1,other,doesn&rsquo;t have kids,straight,likes dogs and likes cats,,m,aquarius but it doesn&rsquo;t matter,no,"english (fluently), spanish (okay), italian (okay), german (poorly)",single
27,fit,mostly anything,socially,never,graduated from college/university,white,67,50000,construction / craftsmanship,"doesn&rsquo;t have kids, but wants them",straight,likes dogs and likes cats,agnosticism,m,aries and it&rsquo;s fun to think about,no,"english, spanish (poorly)",single
32,fit,mostly anything,socially,never,graduated from masters program,white,62,-1,medicine / health,"doesn&rsquo;t have kids, but wants them",straight,likes dogs and likes cats,agnosticism,f,pisces,no,english,single
25,,,,never,graduated from college/university,,63,-1,,,straight,,,f,,,"english, chinese, french",single
31,average,mostly anything,socially,never,graduated from masters program,white,65,-1,medicine / health,"doesn&rsquo;t have kids, but wants them",straight,likes dogs and dislikes cats,,f,cancer and it&rsquo;s fun to think about,no,english,single
23,,,often,never,graduated from college/university,indian,69,-1,computer / hardware / software,,straight,,hinduism,m,scorpio,no,english,single
37,athletic,mostly anything,socially,never,graduated from masters program,white,68,-1,sales / marketing / biz dev,,straight,likes dogs and likes cats,,m,libra and it&rsquo;s fun to think about,no,"english (fluently), french (fluently)",single
24,fit,anything,socially,never,two-year college,,68,-1,,doesn&rsquo;t have kids,straight,,,f,,no,english,single
25,average,mostly anything,socially,never,graduated from masters program,asian,63,-1,other,"doesn&rsquo;t have kids, but wants them",straight,likes dogs and likes cats,christianity,f,capricorn but it doesn&rsquo;t matter,no,"english (fluently), tagalog (okay), spanish (okay), korean (poorly)",single
27,athletic,strictly anything,socially,,dropped out of space camp,white,75,-1,artistic / musical / writer,doesn&rsquo;t have kids,straight,likes dogs and likes cats,atheism,m,scorpio,no,"english (fluently), spanish (poorly), french (poorly)",single
32,a little extra,,socially,sometimes,working on college/university,white,75,30000,computer / hardware / software,doesn&rsquo;t want kids,straight,likes dogs and likes cats,atheism,m,,no,"english (fluently), sign language (okay), german (poorly), latin (poorly), c++ (fluently)",single
22,average,mostly anything,socially,never,working on college/university,"asian, black, white",68,-1,other,doesn&rsquo;t have kids,gay,likes dogs and likes cats,agnosticism but not too serious about it,f,scorpio and it&rsquo;s fun to think about,no,english,available
22,curvy,anything,socially,sometimes,working on college/university,"hispanic / latin, white, other",61,-1,student,"doesn&rsquo;t have kids, but wants them",bisexual,likes dogs,agnosticism,f,,no,"english (fluently), spanish (poorly)",single
24,,,rarely,,graduated from college/university,"asian, white",61,-1,education / academia,,straight,likes dogs and has cats,agnosticism but not too serious about it,f,sagittarius and it&rsquo;s fun to think about,no,english,seeing someone
26,average,,socially,sometimes,,white,68,-1,science / tech / engineering,,straight,likes dogs,,m,sagittarius but it doesn&rsquo;t matter,sometimes,english,single
28,overweight,mostly anything,socially,sometimes,graduated from two-year college,"pacific islander, white",69,-1,clerical / administrative,"doesn&rsquo;t have kids, but wants them",straight,likes dogs and likes cats,catholicism but not too serious about it,m,virgo and it&rsquo;s fun to think about,yes,english,single
31,athletic,mostly anything,socially,never,graduated from college/university,white,67,-1,education / academia,,straight,likes dogs and dislikes cats,catholicism and somewhat serious about it,f,taurus and it&rsquo;s fun to think about,no,english (fluently),single
32,thin,mostly vegetarian,socially,sometimes,graduated from ph.d program,"middle eastern, white",64,80000,law / legal services,"doesn&rsquo;t have kids, but wants them",straight,has dogs and dislikes cats,atheism but not too serious about it,f,aries but it doesn&rsquo;t matter,no,"english (fluently), french (fluently), farsi (fluently), german (okay)",single
30,average,mostly anything,socially,,graduated from masters program,white,72,-1,sales / marketing / biz dev,,straight,,other but not too serious about it,m,,no,english,single
40,athletic,,socially,never,graduated from masters program,"asian, black, other",74,-1,executive / management,,straight,likes dogs,buddhism but not too serious about it,m,gemini but it doesn&rsquo;t matter,no,english,single
38,average,strictly anything,socially,,graduated from masters program,,68,-1,,,straight,has dogs,agnosticism,f,aries but it doesn&rsquo;t matter,no,english,single
54,average,anything,socially,never,graduated from college/university,,61,-1,medicine / health,,straight,,agnosticism,f,virgo and it&rsquo;s fun to think about,no,"english (fluently), french (okay), spanish (poorly)",single
36,curvy,mostly anything,socially,never,graduated from masters program,white,64,-1,science / tech / engineering,doesn&rsquo;t want kids,straight,likes dogs and likes cats,agnosticism but not too serious about it,f,aries and it&rsquo;s fun to think about,when drinking,english,single
33,a little extra,anything,often,sometimes,graduated from two-year college,,65,20000,hospitality / travel,"doesn&rsquo;t have kids, but wants them",bisexual,has dogs,other but not too serious about it,f,sagittarius and it matters a lot,yes,english,single
32,average,,socially,never,graduated from college/university,white,73,-1,,,straight,likes dogs and likes cats,,m,,no,english,single
52,fit,,socially,,,white,72,-1,executive / management,,straight,likes dogs,,m,,,"english (fluently), indonesian (poorly), tagalog (poorly), vietnamese (poorly), thai (poorly)",single
26,average,mostly anything,socially,,graduated from college/university,hispanic / latin,68,-1,student,,gay,likes dogs and likes cats,agnosticism and laughing about it,m,gemini and it&rsquo;s fun to think about,no,"english (fluently), spanish (okay), french (poorly), italian (poorly)",single
32,fit,anything,socially,,graduated from college/university,"middle eastern, white",66,-1,other,doesn&rsquo;t have kids,straight,likes dogs,,m,,no,english,single
30,curvy,,socially,never,graduated from college/university,asian,66,-1,entertainment / media,,straight,,agnosticism,f,capricorn,sometimes,"english, chinese",single
37,thin,strictly anything,socially,,graduated from masters program,white,70,60000,education / academia,,straight,has dogs and likes cats,agnosticism but not too serious about it,m,capricorn and it&rsquo;s fun to think about,no,"english (fluently), spanish (poorly), ancient greek (poorly), irish (okay)",seeing someone
24,fit,anything,,,graduated from college/university,white,68,-1,education / academia,,straight,,,f,,no,"english (fluently), german (fluently)",single
22,full figured,,socially,,graduated from two-year college,"hispanic / latin, white",64,20000,other,"doesn&rsquo;t have kids, but might want them",straight,has dogs and likes cats,other,f,scorpio and it&rsquo;s fun to think about,sometimes,english,single
31,average,,socially,never,graduated from college/university,"asian, white",67,-1,banking / financial / real estate,,straight,likes dogs,,f,,no,"english (fluently), french (poorly)",single
39,full figured,,socially,never,graduated from college/university,white,71,-1,education / academia,,straight,has dogs and has cats,other,f,capricorn and it matters a lot,no,english,single
45,athletic,anything,often,,graduated from two-year college,"hispanic / latin, white",70,100000,other,,straight,,catholicism but not too serious about it,m,aquarius but it doesn&rsquo;t matter,no,"english, spanish (poorly)",single
35,,,often,,graduated from college/university,,72,100000,science / tech / engineering,doesn&rsquo;t want kids,straight,likes dogs,,m,leo but it doesn&rsquo;t matter,when drinking,english,single
36,fit,mostly anything,socially,,graduated from law school,white,69,150000,law / legal services,,straight,likes dogs,atheism but not too serious about it,m,capricorn and it&rsquo;s fun to think about,no,"english (fluently), spanish (poorly)",single
33,fit,mostly anything,socially,never,graduated from college/university,,65,-1,science / tech / engineering,"doesn&rsquo;t have kids, but wants them",straight,likes dogs and likes cats,agnosticism and laughing about it,f,,no,"english, spanish (poorly)",single
43,,,,never,,,72,-1,,,straight,,,m,,,english,single
34,fit,,socially,,masters program,white,74,-1,executive / management,,straight,likes dogs and likes cats,agnosticism,m,aquarius,no,"english (fluently), german (okay), swedish (poorly)",single
31,athletic,mostly anything,socially,never,graduated from college/university,white,67,-1,sales / marketing / biz dev,,straight,,catholicism,f,taurus but it doesn&rsquo;t matter,no,english,single
37,fit,mostly anything,socially,never,graduated from college/university,white,73,-1,banking / financial / real estate,doesn&rsquo;t have kids,straight,,,m,gemini,no,english,single
