EN_YEAR	EN_QUARTER	EN_MONTH	FR_ANNEÉ	FR_TRIMESTRE	FR_MOIS	EN_PROVINCE_TERRITORY	FR_PROVINCE_TERRITOIRE	EN_IMMIGRATION_CATEGORY-COMPONENT	FR_CATÉGORIE_D'IMMIGRATION-COMPOSANTE	TOTAL
2020	Q1	Feb	2020	T1	fév.	Yukon	Yukon	Skilled Trade	Métiers spécialisés	--
2024	Q2	May	2024	T2	mai	Manitoba	Manitoba	Provincial Nominee Program	Candidats des provinces ou des territoires	610
2017	Q2	Apr	2017	T2	avr.	British Columbia	Colombie-Britannique	Skilled Trade	Métiers spécialisés	65
2019	Q4	Dec	2019	T4	déc.	Nova Scotia	Nouvelle-Écosse	Skilled Worker	Travailleurs qualifiés	25
2017	Q2	May	2017	T2	mai	Saskatchewan	Saskatchewan	Skilled Worker	Travailleurs qualifiés	10
2018	Q2	Jun	2018	T2	juin	New Brunswick	Nouveau-Brunswick	Skilled Worker	Travailleurs qualifiés	20
2019	Q4	Dec	2019	T4	déc.	British Columbia	Colombie-Britannique	Skilled Trade	Métiers spécialisés	230
2021	Q1	Jan	2021	T1	janv.	Alberta	Alberta	Skilled Worker	Travailleurs qualifiés	145
2017	Q4	Dec	2017	T4	déc.	Manitoba	Manitoba	Provincial Nominee Program	Candidats des provinces ou des territoires	--
2015	Q4	Dec	2015	T4	déc.	Saskatchewan	Saskatchewan	Skilled Trade	Métiers spécialisés	--
2025	Q1	Jan	2025	T1	janv.	Yukon	Yukon	Provincial Nominee Program	Candidats des provinces ou des territoires	10
2017	Q2	Apr	2017	T2	avr.	Manitoba	Manitoba	Skilled Trade	Métiers spécialisés	10
2016	Q1	Feb	2016	T1	fév.	Ontario	Ontario	Skilled Worker	Travailleurs qualifiés	480
2019	Q3	Aug	2019	T3	août	British Columbia	Colombie-Britannique	Skilled Worker	Travailleurs qualifiés	700
2023	Q2	Jun	2023	T2	juin	Alberta	Alberta	Canadian Experience	Catégorie de l’expérience canadienne	195
2017	Q2	Apr	2017	T2	avr.	British Columbia	Colombie-Britannique	Skilled Worker	Travailleurs qualifiés	120
2017	Q3	Jul	2017	T3	juil.	Manitoba	Manitoba	Canadian Experience	Catégorie de l’expérience canadienne	20
2023	Q4	Dec	2023	T4	déc.	Northwest Territories	Territoires du Nord-Ouest	Provincial Nominee Program	Candidats des provinces ou des territoires	10
2021	Q2	Apr	2021	T2	avr.	Nunavut	Nunavut	Canadian Experience	Catégorie de l’expérience canadienne	--
2026	Q3	Jul	2026	T3	juil.	Saskatchewan	Saskatchewan	Provincial Nominee Program	Candidats des provinces ou des territoires	55
2016	Q2	Jun	2016	T2	juin	Northwest Territories	Territoires du Nord-Ouest	Skilled Worker	Travailleurs qualifiés	--
2026	Q2	Apr	2026	T2	avr.	New Brunswick	Nouveau-Brunswick	Skilled Worker	Travailleurs qualifiés	165
2019	Q1	Mar	2019	T1	mars	Ontario	Ontario	Skilled Trade	Métiers spécialisés	30
2026	Q2	May	2026	T2	mai	Saskatchewan	Saskatchewan	Skilled Worker	Travailleurs qualifiés	25
2024	Q3	Jul	2024	T3	juil.	Ontario	Ontario	Provincial Nominee Program	Candidats des provinces ou des territoires	1465
2021	Q3	Jul	2021	T3	juil.	Manitoba	Manitoba	Skilled Worker	Travailleurs qualifiés	25
2026	Q1	Jan	2026	T1	janv.	Prince Edward Island	Île-du-Prince-Édouard	Skilled Worker	Travailleurs qualifiés	--
2015	Q3	Sep	2015	T3	sept.	British Columbia	Colombie-Britannique	Provincial Nominee Program	Candidats des provinces ou des territoires	45
2022	Q4	Oct	2022	T4	oct.	Alberta	Alberta	Skilled Trade	Métiers spécialisés	--
2022	Q4	Nov	2022	T4	nov.	Manitoba	Manitoba	Canadian Experience	Catégorie de l’expérience canadienne	--
2020	Q4	Dec	2020	T4	déc.	Nova Scotia	Nouvelle-Écosse	Canadian Experience	Catégorie de l’expérience canadienne	--
2023	Q2	May	2023	T2	mai	Saskatchewan	Saskatchewan	Canadian Experience	Catégorie de l’expérience canadienne	40
2020	Q4	Oct	2020	T4	oct.	Saskatchewan	Saskatchewan	Skilled Worker	Travailleurs qualifiés	10
2016	Q4	Nov	2016	T4	nov.	Yukon	Yukon	Skilled Worker	Travailleurs qualifiés	--
2017	Q3	Sep	2017	T3	sept.	Alberta	Alberta	Skilled Trade	Métiers spécialisés	60
2016	Q4	Dec	2016	T4	déc.	Nova Scotia	Nouvelle-Écosse	Provincial Nominee Program	Candidats des provinces ou des territoires	85
2017	Q4	Nov	2017	T4	nov.	New Brunswick	Nouveau-Brunswick	Provincial Nominee Program	Candidats des provinces ou des territoires	85
2025	Q4	Dec	2025	T4	déc.	Yukon	Yukon	Provincial Nominee Program	Candidats des provinces ou des territoires	--
2021	Q1	Jan	2021	T1	janv.	British Columbia	Colombie-Britannique	Skilled Trade	Métiers spécialisés	--
2025	Q3	Aug	2025	T3	août	Ontario	Ontario	Canadian Experience	Catégorie de l’expérience canadienne	3040
2022	Q1	Mar	2022	T1	mars	Ontario	Ontario	Provincial Nominee Program	Candidats des provinces ou des territoires	500
2025	Q1	Feb	2025	T1	fév.	Manitoba	Manitoba	Canadian Experience	Catégorie de l’expérience canadienne	30
2018	Q1	Feb	2018	T1	fév.	Northwest Territories	Territoires du Nord-Ouest	Canadian Experience	Catégorie de l’expérience canadienne	--
2022	Q4	Oct	2022	T4	oct.	Nunavut	Nunavut	Skilled Worker	Travailleurs qualifiés	--
2020	Q4	Dec	2020	T4	déc.	Ontario	Ontario	Provincial Nominee Program	Candidats des provinces ou des territoires	115
2016	Q1	Feb	2016	T1	fév.	Northwest Territories	Territoires du Nord-Ouest	Skilled Worker	Travailleurs qualifiés	--
2021	Q1	Jan	2021	T1	janv.	Ontario	Ontario	Skilled Worker	Travailleurs qualifiés	755
2022	Q4	Nov	2022	T4	nov.	Manitoba	Manitoba	Provincial Nominee Program	Candidats des provinces ou des territoires	435
2022	Q3	Sep	2022	T3	sept.	Prince Edward Island	Île-du-Prince-Édouard	Skilled Worker	Travailleurs qualifiés	5
2022	Q3	Aug	2022	T3	août	Manitoba	Manitoba	Provincial Nominee Program	Candidats des provinces ou des territoires	415
2019	Q1	Feb	2019	T1	fév.	Nova Scotia	Nouvelle-Écosse	Skilled Worker	Travailleurs qualifiés	20
2018	Q3	Jul	2018	T3	juil.	Yukon	Yukon	Provincial Nominee Program	Candidats des provinces ou des territoires	--
2020	Q1	Feb	2020	T1	fév.	Ontario	Ontario	Skilled Worker	Travailleurs qualifiés	3535
2021	Q4	Nov	2021	T4	nov.	Manitoba	Manitoba	Skilled Worker	Travailleurs qualifiés	5
2015	Q4	Oct	2015	T4	oct.	Prince Edward Island	Île-du-Prince-Édouard	Provincial Nominee Program	Candidats des provinces ou des territoires	--
2020	Q4	Oct	2020	T4	oct.	Nova Scotia	Nouvelle-Écosse	Provincial Nominee Program	Candidats des provinces ou des territoires	90
2018	Q1	Mar	2018	T1	mars	British Columbia	Colombie-Britannique	Canadian Experience	Catégorie de l’expérience canadienne	500
2025	Q1	Feb	2025	T1	fév.	Manitoba	Manitoba	Skilled Worker	Travailleurs qualifiés	75
2017	Q1	Feb	2017	T1	fév.	New Brunswick	Nouveau-Brunswick	Canadian Experience	Catégorie de l’expérience canadienne	5
2016	Q3	Jul	2016	T3	juil.	New Brunswick	Nouveau-Brunswick	Skilled Worker	Travailleurs qualifiés	5
2018	Q4	Oct	2018	T4	oct.	Newfoundland and Labrador	Terre-Neuve-et-Labrador	Canadian Experience	Catégorie de l’expérience canadienne	--
2024	Q3	Aug	2024	T3	août	Prince Edward Island	Île-du-Prince-Édouard	Skilled Worker	Travailleurs qualifiés	--
2020	Q3	Aug	2020	T3	août	Manitoba	Manitoba	Canadian Experience	Catégorie de l’expérience canadienne	--
2024	Q4	Dec	2024	T4	déc.	Manitoba	Manitoba	Skilled Worker	Travailleurs qualifiés	105
2016	Q4	Dec	2016	T4	déc.	Saskatchewan	Saskatchewan	Skilled Trade	Métiers spécialisés	--
2018	Q1	Feb	2018	T1	fév.	New Brunswick	Nouveau-Brunswick	Skilled Worker	Travailleurs qualifiés	10
2021	Q3	Aug	2021	T3	août	New Brunswick	Nouveau-Brunswick	Provincial Nominee Program	Candidats des provinces ou des territoires	45
2015	Q4	Dec	2015	T4	déc.	Prince Edward Island	Île-du-Prince-Édouard	Provincial Nominee Program	Candidats des provinces ou des territoires	--
2016	Q1	Feb	2016	T1	fév.	Northwest Territories	Territoires du Nord-Ouest	Canadian Experience	Catégorie de l’expérience canadienne	--
2023	Q3	Jul	2023	T3	juil.	British Columbia	Colombie-Britannique	Skilled Worker	Travailleurs qualifiés	390
2022	Q3	Sep	2022	T3	sept.	New Brunswick	Nouveau-Brunswick	Provincial Nominee Program	Candidats des provinces ou des territoires	405
2021	Q4	Nov	2021	T4	nov.	British Columbia	Colombie-Britannique	Skilled Worker	Travailleurs qualifiés	95
2017	Q1	Feb	2017	T1	fév.	Nova Scotia	Nouvelle-Écosse	Canadian Experience	Catégorie de l’expérience canadienne	10
2023	Q4	Nov	2023	T4	nov.	Yukon	Yukon	Canadian Experience	Catégorie de l’expérience canadienne	--
2021	Q1	Jan	2021	T1	janv.	Saskatchewan	Saskatchewan	Provincial Nominee Program	Candidats des provinces ou des territoires	155
2017	Q1	Mar	2017	T1	mars	British Columbia	Colombie-Britannique	Canadian Experience	Catégorie de l’expérience canadienne	535
2025	Q4	Oct	2025	T4	oct.	Nova Scotia	Nouvelle-Écosse	Canadian Experience	Catégorie de l’expérience canadienne	55
2022	Q4	Nov	2022	T4	nov.	Nova Scotia	Nouvelle-Écosse	Canadian Experience	Catégorie de l’expérience canadienne	--
2022	Q1	Jan	2022	T1	janv.	Alberta	Alberta	Canadian Experience	Catégorie de l’expérience canadienne	555
2020	Q3	Aug	2020	T3	août	British Columbia	Colombie-Britannique	Provincial Nominee Program	Candidats des provinces ou des territoires	65
2017	Q1	Feb	2017	T1	fév.	Saskatchewan	Saskatchewan	Skilled Worker	Travailleurs qualifiés	20
2024	Q1	Jan	2024	T1	janv.	Manitoba	Manitoba	Provincial Nominee Program	Candidats des provinces ou des territoires	265
2023	Q1	Feb	2023	T1	fév.	Manitoba	Manitoba	Skilled Worker	Travailleurs qualifiés	30
2025	Q4	Oct	2025	T4	oct.	Newfoundland and Labrador	Terre-Neuve-et-Labrador	Provincial Nominee Program	Candidats des provinces ou des territoires	35
2023	Q1	Mar	2023	T1	mars	Newfoundland and Labrador	Terre-Neuve-et-Labrador	Canadian Experience	Catégorie de l’expérience canadienne	15
2020	Q4	Oct	2020	T4	oct.	Alberta	Alberta	Canadian Experience	Catégorie de l’expérience canadienne	170
2017	Q1	Feb	2017	T1	fév.	Nova Scotia	Nouvelle-Écosse	Provincial Nominee Program	Candidats des provinces ou des territoires	130
2016	Q4	Dec	2016	T4	déc.	British Columbia	Colombie-Britannique	Skilled Trade	Métiers spécialisés	90
2015	Q3	Jul	2015	T3	juil.	Nova Scotia	Nouvelle-Écosse	Skilled Worker	Travailleurs qualifiés	5
2026	Q1	Jan	2026	T1	janv.	Newfoundland and Labrador	Terre-Neuve-et-Labrador	Canadian Experience	Catégorie de l’expérience canadienne	5
2023	Q1	Feb	2023	T1	fév.	Saskatchewan	Saskatchewan	Skilled Worker	Travailleurs qualifiés	25
2021	Q4	Oct	2021	T4	oct.	Yukon	Yukon	Provincial Nominee Program	Candidats des provinces ou des territoires	--
2024	Q2	Jun	2024	T2	juin	Prince Edward Island	Île-du-Prince-Édouard	Skilled Worker	Travailleurs qualifiés	--
2023	Q1	Jan	2023	T1	janv.	Saskatchewan	Saskatchewan	Canadian Experience	Catégorie de l’expérience canadienne	10
2023	Q4	Nov	2023	T4	nov.	New Brunswick	Nouveau-Brunswick	Skilled Worker	Travailleurs qualifiés	80
2018	Q3	Jul	2018	T3	juil.	Ontario	Ontario	Skilled Worker	Travailleurs qualifiés	2785
2023	Q3	Jul	2023	T3	juil.	Nova Scotia	Nouvelle-Écosse	Canadian Experience	Catégorie de l’expérience canadienne	50
2025	Q2	Apr	2025	T2	avr.	Newfoundland and Labrador	Terre-Neuve-et-Labrador	Skilled Worker	Travailleurs qualifiés	5
2018	Q2	Apr	2018	T2	avr.	Alberta	Alberta	Canadian Experience	Catégorie de l’expérience canadienne	215
2018	Q1	Jan	2018	T1	janv.	Nova Scotia	Nouvelle-Écosse	Provincial Nominee Program	Candidats des provinces ou des territoires	155
2018	Q3	Jul	2018	T3	juil.	Manitoba	Manitoba	Provincial Nominee Program	Candidats des provinces ou des territoires	5
2017	Q1	Mar	2017	T1	mars	Saskatchewan	Saskatchewan	Skilled Worker	Travailleurs qualifiés	5
2015	Q4	Nov	2015	T4	nov.	Prince Edward Island	Île-du-Prince-Édouard	Provincial Nominee Program	Candidats des provinces ou des territoires	--
2024	Q1	Feb	2024	T1	fév.	Manitoba	Manitoba	Canadian Experience	Catégorie de l’expérience canadienne	35
2020	Q2	Jun	2020	T2	juin	Alberta	Alberta	Skilled Trade	Métiers spécialisés	--
2021	Q4	Oct	2021	T4	oct.	Alberta	Alberta	Canadian Experience	Catégorie de l’expérience canadienne	985
2016	Q3	Sep	2016	T3	sept.	British Columbia	Colombie-Britannique	Canadian Experience	Catégorie de l’expérience canadienne	110
2021	Q3	Aug	2021	T3	août	Newfoundland and Labrador	Terre-Neuve-et-Labrador	Canadian Experience	Catégorie de l’expérience canadienne	35
2019	Q4	Dec	2019	T4	déc.	Saskatchewan	Saskatchewan	Skilled Worker	Travailleurs qualifiés	25
2018	Q3	Sep	2018	T3	sept.	British Columbia	Colombie-Britannique	Provincial Nominee Program	Candidats des provinces ou des territoires	270
2021	Q2	Jun	2021	T2	juin	British Columbia	Colombie-Britannique	Skilled Trade	Métiers spécialisés	15
2024	Q3	Aug	2024	T3	août	Newfoundland and Labrador	Terre-Neuve-et-Labrador	Skilled Worker	Travailleurs qualifiés	10
2025	Q4	Dec	2025	T4	déc.	New Brunswick	Nouveau-Brunswick	Skilled Worker	Travailleurs qualifiés	120
2016	Q2	May	2016	T2	mai	Manitoba	Manitoba	Skilled Trade	Métiers spécialisés	5
2026	Q2	Apr	2026	T2	avr.	Newfoundland and Labrador	Terre-Neuve-et-Labrador	Provincial Nominee Program	Candidats des provinces ou des territoires	30
2026	Q2	Jun	2026	T2	juin	Nova Scotia	Nouvelle-Écosse	Canadian Experience	Catégorie de l’expérience canadienne	55
2021	Q3	Aug	2021	T3	août	Saskatchewan	Saskatchewan	Canadian Experience	Catégorie de l’expérience canadienne	165
2017	Q2	Apr	2017	T2	avr.	Ontario	Ontario	Skilled Worker	Travailleurs qualifiés	295
2023	Q2	Apr	2023	T2	avr.	Nova Scotia	Nouvelle-Écosse	Provincial Nominee Program	Candidats des provinces ou des territoires	255
2025	Q3	Sep	2025	T3	sept.	New Brunswick	Nouveau-Brunswick	Provincial Nominee Program	Candidats des provinces ou des territoires	80
2016	Q2	Apr	2016	T2	avr.	Ontario	Ontario	Canadian Experience	Catégorie de l’expérience canadienne	95
2026	Q2	Jun	2026	T2	juin	British Columbia	Colombie-Britannique	Canadian Experience	Catégorie de l’expérience canadienne	915
2024	Q4	Dec	2024	T4	déc.	Newfoundland and Labrador	Terre-Neuve-et-Labrador	Canadian Experience	Catégorie de l’expérience canadienne	--
2019	Q3	Jul	2019	T3	juil.	British Columbia	Colombie-Britannique	Skilled Trade	Métiers spécialisés	60
2015	Q4	Oct	2015	T4	oct.	Ontario	Ontario	Skilled Worker	Travailleurs qualifiés	145
2018	Q4	Nov	2018	T4	nov.	Alberta	Alberta	Canadian Experience	Catégorie de l’expérience canadienne	155
2024	Q1	Mar	2024	T1	mars	Prince Edward Island	Île-du-Prince-Édouard	Provincial Nominee Program	Candidats des provinces ou des territoires	30
2022	Q1	Feb	2022	T1	fév.	Northwest Territories	Territoires du Nord-Ouest	Provincial Nominee Program	Candidats des provinces ou des territoires	--
2021	Q1	Mar	2021	T1	mars	Saskatchewan	Saskatchewan	Provincial Nominee Program	Candidats des provinces ou des territoires	160
2025	Q1	Jan	2025	T1	janv.	Nova Scotia	Nouvelle-Écosse	Canadian Experience	Catégorie de l’expérience canadienne	40
2023	Q3	Jul	2023	T3	juil.	Newfoundland and Labrador	Terre-Neuve-et-Labrador	Canadian Experience	Catégorie de l’expérience canadienne	5
2018	Q1	Mar	2018	T1	mars	Manitoba	Manitoba	Canadian Experience	Catégorie de l’expérience canadienne	45
2025	Q4	Nov	2025	T4	nov.	Yukon	Yukon	Provincial Nominee Program	Candidats des provinces ou des territoires	10
2023	Q4	Dec	2023	T4	déc.	Yukon	Yukon	Skilled Worker	Travailleurs qualifiés	5
2024	Q2	May	2024	T2	mai	Saskatchewan	Saskatchewan	Provincial Nominee Program	Candidats des provinces ou des territoires	320
2023	Q2	Jun	2023	T2	juin	British Columbia	Colombie-Britannique	Canadian Experience	Catégorie de l’expérience canadienne	660
2023	Q3	Sep	2023	T3	sept.	Yukon	Yukon	Provincial Nominee Program	Candidats des provinces ou des territoires	--
2017	Q2	Apr	2017	T2	avr.	Newfoundland and Labrador	Terre-Neuve-et-Labrador	Skilled Worker	Travailleurs qualifiés	--
2017	Q4	Oct	2017	T4	oct.	British Columbia	Colombie-Britannique	Skilled Worker	Travailleurs qualifiés	425
2026	Q1	Feb	2026	T1	fév.	British Columbia	Colombie-Britannique	Skilled Worker	Travailleurs qualifiés	145
2025	Q1	Jan	2025	T1	janv.	Prince Edward Island	Île-du-Prince-Édouard	Provincial Nominee Program	Candidats des provinces ou des territoires	30
2017	Q2	May	2017	T2	mai	Manitoba	Manitoba	Provincial Nominee Program	Candidats des provinces ou des territoires	5
2024	Q1	Mar	2024	T1	mars	Alberta	Alberta	Canadian Experience	Catégorie de l’expérience canadienne	185
2026	Q2	May	2026	T2	mai	Manitoba	Manitoba	Canadian Experience	Catégorie de l’expérience canadienne	25
2023	Q3	Aug	2023	T3	août	Newfoundland and Labrador	Terre-Neuve-et-Labrador	Skilled Worker	Travailleurs qualifiés	5
2019	Q4	Dec	2019	T4	déc.	Ontario	Ontario	Skilled Worker	Travailleurs qualifiés	3080
2024	Q4	Nov	2024	T4	nov.	Nova Scotia	Nouvelle-Écosse	Provincial Nominee Program	Candidats des provinces ou des territoires	80
2023	Q3	Jul	2023	T3	juil.	Manitoba	Manitoba	Canadian Experience	Catégorie de l’expérience canadienne	15
2019	Q3	Sep	2019	T3	sept.	British Columbia	Colombie-Britannique	Skilled Worker	Travailleurs qualifiés	755
2020	Q4	Oct	2020	T4	oct.	Alberta	Alberta	Skilled Worker	Travailleurs qualifiés	80
2020	Q2	Apr	2020	T2	avr.	British Columbia	Colombie-Britannique	Skilled Trade	Métiers spécialisés	--
2019	Q1	Feb	2019	T1	fév.	Alberta	Alberta	Skilled Trade	Métiers spécialisés	--
2019	Q2	May	2019	T2	mai	British Columbia	Colombie-Britannique	Canadian Experience	Catégorie de l’expérience canadienne	600
2024	Q1	Mar	2024	T1	mars	Northwest Territories	Territoires du Nord-Ouest	Provincial Nominee Program	Candidats des provinces ou des territoires	--
2017	Q2	Jun	2017	T2	juin	Prince Edward Island	Île-du-Prince-Édouard	Provincial Nominee Program	Candidats des provinces ou des territoires	70
2024	Q3	Sep	2024	T3	sept.	Manitoba	Manitoba	Provincial Nominee Program	Candidats des provinces ou des territoires	215
2025	Q1	Feb	2025	T1	fév.	New Brunswick	Nouveau-Brunswick	Skilled Worker	Travailleurs qualifiés	135
2016	Q4	Dec	2016	T4	déc.	Ontario	Ontario	Skilled Trade	Métiers spécialisés	25
2026	Q3	Jul	2026	T3	juil.	Yukon	Yukon	Provincial Nominee Program	Candidats des provinces ou des territoires	15
2015	Q3	Sep	2015	T3	sept.	Saskatchewan	Saskatchewan	Canadian Experience	Catégorie de l’expérience canadienne	10
2020	Q1	Mar	2020	T1	mars	Ontario	Ontario	Canadian Experience	Catégorie de l’expérience canadienne	1080
2020	Q3	Sep	2020	T3	sept.	Alberta	Alberta	Skilled Trade	Métiers spécialisés	10
2023	Q3	Aug	2023	T3	août	Yukon	Yukon	Skilled Worker	Travailleurs qualifiés	--
2019	Q2	Jun	2019	T2	juin	British Columbia	Colombie-Britannique	Skilled Worker	Travailleurs qualifiés	765
2017	Q2	Jun	2017	T2	juin	Ontario	Ontario	Provincial Nominee Program	Candidats des provinces ou des territoires	355
2024	Q4	Nov	2024	T4	nov.	British Columbia	Colombie-Britannique	Provincial Nominee Program	Candidats des provinces ou des territoires	375
2016	Q3	Jul	2016	T3	juil.	British Columbia	Colombie-Britannique	Provincial Nominee Program	Candidats des provinces ou des territoires	155
2023	Q4	Dec	2023	T4	déc.	New Brunswick	Nouveau-Brunswick	Canadian Experience	Catégorie de l’expérience canadienne	25
2017	Q3	Sep	2017	T3	sept.	Saskatchewan	Saskatchewan	Skilled Trade	Métiers spécialisés	--
2025	Q1	Jan	2025	T1	janv.	Prince Edward Island	Île-du-Prince-Édouard	Canadian Experience	Catégorie de l’expérience canadienne	--
2016	Q3	Sep	2016	T3	sept.	Ontario	Ontario	Skilled Worker	Travailleurs qualifiés	665
2017	Q2	Apr	2017	T2	avr.	Prince Edward Island	Île-du-Prince-Édouard	Provincial Nominee Program	Candidats des provinces ou des territoires	100
2020	Q1	Feb	2020	T1	fév.	British Columbia	Colombie-Britannique	Skilled Worker	Travailleurs qualifiés	700
2015	Q3	Aug	2015	T3	août	British Columbia	Colombie-Britannique	Canadian Experience	Catégorie de l’expérience canadienne	120
2020	Q1	Jan	2020	T1	janv.	Prince Edward Island	Île-du-Prince-Édouard	Canadian Experience	Catégorie de l’expérience canadienne	5
